# Finding C bench log, 4 September 2026, filtered by filter_C.py: hex dumps and the app's sync noise removed, nothing else
[00:52.573] nrf   | BLE out: Sent  17 bytes: 'heartbeat is 12h'
[05:38.420] himax | sensor_type: 15
[05:38.420] himax | DEBUG: ledFlashBrightness(89%) [brbits = 0xd]
[05:38.420] himax | DEBUG: ledFlashSelectLED(0)
[05:38.420] himax | [LS] In ledFlashSetFlashModeFromOpParam with 0 Mode 0
[05:38.420] himax | DEBUG: ledFlashDisable()
[05:38.420] himax | Not initialising NN (project ID is 0)
[05:38.420] himax | No model found.
[05:38.420] himax | NN Initialisation took 9ms TODO - consider doing this after taking the picture!
[05:38.420] himax | Image sensor and data path initialised for camera RP v3
[05:38.420] himax |   Camera system enabled.
[05:38.420] himax |   Neural network disabled.
[05:38.420] himax |   Flash LED(s) in use: 0
[05:38.420] himax |   Flash brightness: 89%
[05:38.420] himax |   Light is currently LIGHT.
[05:38.420] himax |   Flash duration 100ms
[05:38.420] himax |   MD disabled.
[05:38.420] himax |   Timelapse disabled.
[05:38.420] himax | IF Task received event 'FreeRTOS Initialised' (0x0710). Rx data = 0x00000000
[05:38.420] himax | Assert inter-processor interrupt.
[05:38.420] himax | Sending 31 bytes: Header 4, payload 25, checksum 2 'Wake 2024-01-01T00:00:11Z'
[05:38.420] himax | Negate inter-processor interrupt.
[05:38.420] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[05:38.420] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[05:38.420] himax | I2C transmission complete.
[05:38.420] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[05:38.736] nrf   | <info> app: I2C RX payload 25/250 bytes. Response type is 4. CRC OK (0xDD32)
[05:38.736] nrf   | <info> app: AI state machine bumped with 'Wake' (Current state: SLEEP)
[05:38.736] nrf   | <info> app: BLE and AI time differ by 968s - too much!
[05:38.736] nrf   | <info> app: AI state changed from SLEEP to WOKEN
[05:38.736] nrf   | BLE out: Sent   5 bytes: 'Wake'
[05:38.736] nrf   | <info> app: AI State machine scheduler called with event 8 'Send SelfTest'
[05:38.736] nrf   | <info> app: AI state machine bumped with 'Send SelfTest' (Current state: WOKEN)
[05:38.736] nrf   | Sending 'selftest' to AI processor (4 ctrl bytes, 8 payload, 2 CRC)<info> app: OK
[05:38.736] nrf   | <info> app: AI state changed from WOKEN to SELFTEST
[05:38.736] nrf   | <info> app: I2C TX complete: 14 bytes.
[05:38.736] nrf   | <info> app: !18 
[05:38.736] nrf   | <info> app: I2C RX payload 13/250 bytes. Response type is 4. CRC OK (0x7FB8)
[05:38.736] nrf   | <info> app: AI state machine bumped with 'Selftest Rx' (Current state: SELFTEST)
[05:38.736] nrf   | <info> app: AI self test bits = 0x0000 (all bits now 0x0000)
[05:38.736] nrf   | <info> app: Can't send UTC
[05:38.736] nrf   | <info> app: AI state changed from SELFTEST to IDLE
[05:38.736] nrf   | BLE out: Sent  20 bytes: 'Error bits = 0x0000'
[05:38.736] nrf   | <info> app: AI State machine scheduler called with event 12 'Msg to AI'
[05:38.736] nrf   | <info> app: AI state machine bumped with 'Msg to AI' (Current state: IDLE)
[05:38.736] nrf   | Sending 'switchslot' to AI processor (4 ctrl bytes, 10 payload, 2 CRC)<info> app: AI state changed from IDLE to PROCESSING
[05:38.736] nrf   | <info> app: I2C TX complete: 16 bytes.
[05:38.736] nrf   | <info> app: !19 
[05:38.736] nrf   | <info> app: I2C RX payload 58/250 bytes. Response type is 4. CRC OK (0x7609)
[05:38.736] nrf   | <info> app: AI state machine bumped with 'Msg from AI' (Current state: PROCESSING)
[05:38.736] nrf   | <info> app: AI processor replies: 'Switched to slot 0 ('HM0360 (night/IR)'). Reset scheduled.'
[05:38.736] nrf   | <info> app: NUS TX Ready
[05:38.736] nrf   | <info> app: AI state changed from PROCESSING to IDLE
[05:38.736] nrf   | BLE out: Sent  59 bytes: 'Switched to slot 0 ('HM0360 (night/IR)'). Reset scheduled.'
[05:38.736] himax | IF Task received event 'I2C Rx' (0x0700). Rx data = 0x00000000
[05:38.736] himax | Received I2C message.
[05:38.736] himax | MKL62BA command received: 'selftest'
[05:38.736] himax | selfTest 0000
[05:38.736] himax | IF Task state changed from 'Idle' (1) to 'I2C RX State' (2)
[05:38.736] himax | IF Task received event 'String Response' (0x0703). Rx data = 0x3000ea30
[05:38.736] himax | Assert inter-processor interrupt.
[05:38.736] himax | Sending 19 bytes: Header 4, payload 13, checksum 2 'selfTest 0000'
[05:38.736] himax | Negate inter-processor interrupt.
[05:38.736] himax | IF Task state changed from 'I2C RX State' (2) to 'I2C TX State' (3)
[05:38.736] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[05:38.736] himax | I2C transmission complete.
[05:38.736] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[05:38.736] himax | IF Task received event 'I2C Rx' (0x0700). Rx data = 0x00000000
[05:38.736] himax | Received I2C message.
[05:38.736] himax | MKL62BA command received: 'switchslot'
[05:38.736] himax | IF Task state changed from 'Idle' (1) to 'I2C RX State' (2)
[05:38.736] himax | Flash ID 0xEF initialised
[05:38.736] himax | write_slot_selector: slot 0 selector written OK
[05:38.736] himax | switch_slot: selector now points at slot 0
[05:38.736] himax | Switched to slot 0 ('HM0360 (night/IR)'). Reset scheduled.
[05:38.736] himax | IF Task received event 'String Response' (0x0703). Rx data = 0x3000ea30
[05:38.736] himax | Assert inter-processor interrupt.
[05:38.736] himax | Sending 64 bytes: Header 4, payload 58, checksum 2 'Switched to slot 0 ('HM0360 (night/IR)'). Reset scheduled.'
[05:38.736] himax | Negate inter-processor interrupt.
[05:38.736] himax | IF Task state changed from 'I2C RX State' (2) to 'I2C TX State' (3)
[05:38.736] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[05:38.736] himax | I2C transmission complete.
[05:38.736] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[05:39.037] nrf   | <info> app: NUS TX Ready
[05:39.191] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Wake
[05:39.338] nrf   | <info> app: NUS TX Ready
[05:39.940] nrf   | <info> app: !20 
[05:39.940] nrf   | <info> app: I2C RX payload 93/250 bytes. Response type is 4. CRC OK (0x9AB1)
[05:39.940] nrf   | <info> app: AI state machine bumped with 'Sleep' (Current state: IDLE)
[05:39.940] nrf   | <info> app: AI processor sends stats: '28 0 0 13 103 1 500 0 1000 89 1 0 100 0 0 0 18 1 0 21 0 2 50 65 15 0 0 286 326 1 110 1 '
[05:39.940] nrf   | <info> app: AI state changed from IDLE to SLEEP
[05:39.940] nrf   | BLE out: Sent   6 bytes: 'Sleep'
[05:39.940] himax | Inactive for 1000ms
[05:39.940] himax | IMAGE Task received event 'Image Event Inactivity' (0x0a00). Rx data = 0x00000000
[05:39.940] himax | IMAGE Task state changed from 'Init' (1) to 'Save State' (5)
[05:39.940] himax | FatFS Task received event 'Save State' (0x0904). Rx data = 0x00000000
[05:39.940] himax | Saved state to SD card. Image sequence number = 28
[05:39.940] himax | FatFS task sending event 0x0a06. Tx data = 0x00000000
[05:39.940] himax | IMAGE task sending event 0x0904. Rx data = 0x00000000
[05:39.940] himax | IMAGE Task received event 'Image Event Disk Write Complete' (0x0a06). Rx data = 0x00000000
[05:39.940] himax | Image task ready to sleep.
[05:39.940] himax | IMAGE Task state changed from 'Save State' (5) to 'Uninitialised' (0)
[05:39.940] himax | IF Task received event 'Inactivity' (0x070e). Rx data = 0x00000000
[05:39.940] himax | Assert inter-processor interrupt.
[05:39.940] himax | Sending 99 bytes: Header 4, payload 93, checksum 2 'Sleep 28 0 0 13 103 1 500 0 1000 89 1 0 100 0 0 0 18 1 0 21 0 2 50 65 15 0 0 286 326 1 110 1 '
[05:39.940] himax | Negate inter-processor interrupt.
[05:39.940] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[05:39.940] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[05:39.940] himax | I2C transmission complete.
[05:39.940] himax | IF task ready to sleep.
[05:39.940] himax | DEBUG: ledFlashDisable()
[05:39.940] himax | Preparing HM0360 for MD:   HM0360 Motion Detection off.
[05:39.940] himax |    Inhibiting MD
[05:39.940] himax |    Changing mode from 2 to 2 with nFrames=1, sleepTime=0 sleepCount = 0xffff
[05:39.940] himax |  No LED flashes.
[05:39.940] himax | >>> Reset by watchdog
[05:39.940] himax | hx_drv_watchdog_start
[05:39.940] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[05:40.240] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Error bits = 0x0000
[05:40.254] himax | 1st BL Modem Build DATE=Jan 17 2025, Version: 2.12
[05:40.254] himax | Please input any key to enter X-Modem mode in 30 ms 
[05:40.254] himax | waiting input key...
[05:40.254] himax | slot flash_offset 0x00000000
[05:40.254] himax | New MemDesp himax_sec_SB_image_process PASS
[05:40.254] himax | set_memory_s_ns
[05:40.254] himax | HX_DSP_FLAG 1
[05:40.254] himax | jump_addr=0x10000000
[05:40.254] himax | Compiler Version: ARM GNU, 14.3.1 20250623
[05:40.254] himax | **** WW500 MD. (WW500_C02) Built: 13:34:25 Sep  3 2026 ****
[05:40.254] himax | Git branch: 'nogit' nogit-dirty
[05:40.254] himax | Compiler Version: ARM GNU, 14.3.1 20250623
[05:40.254] himax | Wakeup_event = 0x0000, WakeupEvt1 = 0x0000 Cold boot
[05:40.254] himax | Camera: HM0360
[05:40.254] himax | PCA9574 present at 0x20
[05:40.254] himax | DEBUG: ledFlashSelectLED(0)
[05:40.254] himax | Initialised LED Flash
[05:40.254] himax | HM0360 present at 0x24
[05:40.254] himax | Main camera present at 0x24
[05:40.254] nrf   | <info> app: NUS TX Ready
[05:40.855] himax | ### Cold Boot ###
[05:40.855] himax | FreeRTOS tickless idle is enabled. configMAX_PRIORITIES = 5
[05:41.344] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Switched to slot 0 ('HM0360 (night/IR)'). Reset scheduled.
[05:42.404] himax | Initialising FreeRTOS tasks
[05:42.404] himax | Created task 'CLI' Priority 4
[05:42.404] himax | Created task 'IFTask' Priority 3
[05:42.404] himax | Created task 'FAT' Priority 2
[05:42.404] himax | Created task 'IMAGE' Priority 1
[05:42.404] himax | FreeRTOS scheduler started.
[05:42.404] himax | Starting CLI Task
[05:42.404] himax | Enter 'help' to view a list of available commands.
[05:42.404] himax | cmd> Starting IFTask
[05:42.404] himax | I2C slave instance 0 configured at address 0x62
[05:42.404] himax | I2C buffers have 256 bytes, payload is 244
[05:42.404] himax | Starting FatFS Task
[05:42.404] himax | Mounting FatFS on SD card OK
[05:42.404] himax | Directory '/MANIFEST' exists
[05:42.404] himax | SD card initialised. CWD is '0:/'
[05:42.404] himax | Loading configuration: CWD is '0:/MANIFEST'
[05:42.404] himax | 'CONFIG.TXT' found. (Next image #28), camera enabled. Flash brightness 89
[05:42.404] himax | Retaining existing images directory (21 <= 100) '/MEDIA/00000000/IMAGES.000'
[05:42.404] himax | Directory '/MEDIA/00000000/IMAGES.000' exists
[05:42.404] himax | FatFs setup took 42ms
[05:42.404] himax | Inactivity period set at 1000ms
[05:42.412] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Sleep
[05:43.322] himax | IF Task received event 'Awake' (0x070f). Rx data = 0x00000000
[05:43.322] himax | Starting Image Task
[05:43.322] himax | Flash ID 0xEF initialised
[05:43.322] himax | Image 640 x 480. Raw buffer 460800. JPEG buffer 115860. JPEG compression x4
[05:43.322] himax | Initialising HM0360 at 0x24 (p.u. delay 1ms)
[05:43.322] himax | Memory allocated: 460800 for raw buffer, 115860 for JPEG, 100 for JPEG header
[05:43.322] himax |    Inhibiting MD
[05:43.322] himax |    Changing mode from 2 to 0 with nFrames=0, sleepTime=0 sleepCount = 0xffff
[05:43.573] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Wake
[05:43.636] himax | HM0360 Init 
[05:43.636] himax | HM0360 Init Mirror Off
[05:43.636] himax | HM0360 Init finished
[05:43.636] himax | HM0360 MD sensitivity 1
[05:43.636] himax | CWD is '0:/MANIFEST'
[05:43.636] himax | Error opening '0:/HM0360EX.BIN': 4
[05:43.636] himax | sensor_type: 8
[05:43.636] himax | DEBUG: ledFlashBrightness(89%) [brbits = 0xd]
[05:43.636] himax | DEBUG: ledFlashSelectLED(0)
[05:43.636] himax | [LS] In ledFlashSetFlashModeFromOpParam with 0 Mode 0
[05:43.636] himax | DEBUG: ledFlashDisable()
[05:43.636] himax | Not initialising NN (project ID is 0)
[05:43.636] himax | No model found.
[05:43.636] himax | NN Initialisation took 8ms TODO - consider doing this after taking the picture!
[05:43.636] himax | Image sensor and data path initialised for camera HM0360
[05:43.636] himax |   Camera system enabled.
[05:43.636] himax |   Neural network disabled.
[05:43.636] himax |   Flash LED(s) in use: 0
[05:43.636] himax |   Flash brightness: 89%
[05:43.636] himax |   Light is currently LIGHT.
[05:43.636] himax |   MD disabled.
[05:43.636] himax |   Timelapse disabled.
[05:43.636] himax | IF Task received event 'FreeRTOS Initialised' (0x0710). Rx data = 0x00000000
[05:43.636] himax | Assert inter-processor interrupt.
[05:43.636] himax | Sending 31 bytes: Header 4, payload 25, checksum 2 'Wake 2024-01-01T00:00:02Z'
[05:43.636] himax | Negate inter-processor interrupt.
[05:43.636] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[05:43.636] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[05:43.636] himax | I2C transmission complete.
[05:43.636] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[05:43.636] himax | IF Task received event 'I2C Rx' (0x0700). Rx data = 0x00000000
[05:43.636] himax | Received I2C message.
[05:43.636] himax | MKL62BA command received: 'selftest'
[05:43.636] himax | selfTest 0000
[05:43.636] himax | IF Task state changed from 'Idle' (1) to 'I2C RX State' (2)
[05:43.636] himax | IF Task received event 'String Response' (0x0703). Rx data = 0x3000e510
[05:43.636] himax | Assert inter-processor interrupt.
[05:43.636] himax | Sending 19 bytes: Header 4, payload 13, checksum 2 'selfTest 0000'
[05:43.636] himax | Negate inter-processor interrupt.
[05:43.636] himax | IF Task state changed from 'I2C RX State' (2) to 'I2C TX State' (3)
[05:43.636] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[05:43.636] himax | I2C transmission complete.
[05:43.636] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[05:43.636] nrf   | <info> app: !21 
[05:43.636] nrf   | <info> app: I2C RX payload 25/250 bytes. Response type is 4. CRC OK (0xBF51)
[05:43.636] nrf   | <info> app: AI state machine bumped with 'Wake' (Current state: SLEEP)
[05:43.636] nrf   | <info> app: BLE and AI time differ by 982s - too much!
[05:43.636] nrf   | <info> app: AI state changed from SLEEP to WOKEN
[05:43.636] nrf   | BLE out: Sent   5 bytes: 'Wake'
[05:43.636] nrf   | <info> app: AI State machine scheduler called with event 8 'Send SelfTest'
[05:43.636] nrf   | <info> app: AI state machine bumped with 'Send SelfTest' (Current state: WOKEN)
[05:43.636] nrf   | Sending 'selftest' to AI processor (4 ctrl bytes, 8 payload, 2 CRC)<info> app: OK
[05:43.636] nrf   | <info> app: AI state changed from WOKEN to SELFTEST
[05:43.636] nrf   | <info> app: I2C TX complete: 14 bytes.
[05:43.636] nrf   | <info> app: !22 
[05:43.636] nrf   | <info> app: I2C RX payload 13/250 bytes. Response type is 4. CRC OK (0x7FB8)
[05:43.636] nrf   | <info> app: AI state machine bumped with 'Selftest Rx' (Current state: SELFTEST)
[05:43.636] nrf   | <info> app: AI self test bits = 0x0000 (all bits now 0x0000)
[05:43.636] nrf   | <info> app: Can't send UTC
[05:43.636] nrf   | <info> app: AI state changed from SELFTEST to IDLE
[05:43.636] nrf   | BLE out: Sent  20 bytes: 'Error bits = 0x0000'
[05:43.636] nrf   | <info> app: NUS TX Ready
[05:43.938] nrf   | <info> app: NUS TX Ready
[05:44.660] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Error bits = 0x0000
[05:44.839] nrf   | <info> app: !23 
[05:44.839] nrf   | <info> app: I2C RX payload 93/250 bytes. Response type is 4. CRC OK (0xBC78)
[05:44.839] nrf   | <info> app: AI state machine bumped with 'Sleep' (Current state: IDLE)
[05:44.839] nrf   | <info> app: AI processor sends stats: '28 0 0 14 103 1 500 0 1000 89 1 0 100 0 0 0 18 1 0 21 0 2 50 65 15 0 0 286 326 1 110 1 '
[05:44.839] nrf   | <info> app: AI state changed from IDLE to SLEEP
[05:44.839] nrf   | BLE out: Sent   6 bytes: 'Sleep'
[05:44.839] himax | Inactive for 1000ms
[05:44.839] himax | IMAGE Task received event 'Image Event Inactivity' (0x0a00). Rx data = 0x00000000
[05:44.839] himax | IMAGE Task state changed from 'Init' (1) to 'Save State' (5)
[05:44.839] himax | FatFS Task received event 'Save State' (0x0904). Rx data = 0x00000000
[05:44.839] himax | Saved state to SD card. Image sequence number = 28
[05:44.839] himax | FatFS task sending event 0x0a06. Tx data = 0x00000000
[05:44.839] himax | IMAGE task sending event 0x0904. Rx data = 0x00000000
[05:44.839] himax | IMAGE Task received event 'Image Event Disk Write Complete' (0x0a06). Rx data = 0x00000000
[05:44.839] himax | Image task ready to sleep.
[05:44.839] himax | IMAGE Task state changed from 'Save State' (5) to 'Uninitialised' (0)
[05:44.839] himax | IF Task received event 'Inactivity' (0x070e). Rx data = 0x00000000
[05:44.839] himax | Assert inter-processor interrupt.
[05:44.839] himax | Sending 99 bytes: Header 4, payload 93, checksum 2 'Sleep 28 0 0 14 103 1 500 0 1000 89 1 0 100 0 0 0 18 1 0 21 0 2 50 65 15 0 0 286 326 1 110 1 '
[05:44.839] himax | Negate inter-processor interrupt.
[05:44.839] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[05:44.839] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[05:44.839] himax | I2C transmission complete.
[05:44.839] himax | IF task ready to sleep.
[05:44.839] himax | DEBUG: ledFlashDisable()
[05:44.839] himax | Preparing HM0360 for MD:   HM0360 Motion Detection off.
[05:44.839] himax |    Inhibiting MD
[05:44.839] himax |    Changing mode from 0 to 2 with nFrames=1, sleepTime=0 sleepCount = 0xffff
[05:44.839] himax |  No LED flashes.
[05:44.839] himax | >>> Entering DPD at 2024:01:01 00:00:03
[05:45.139] nrf   | <info> app: NUS TX Ready
[05:45.741] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Sleep
[06:44.102] nrf   | BLE in: Received  13 bytes 'get heartbeat'
[06:44.102] nrf   | BLE out: Sent  17 bytes: 'heartbeat is 12h'
[06:44.403] nrf   | <info> app: NUS TX Ready
[06:47.740] app   | 'Auth state changed:', 'TOKEN_REFRESHED', 'tui@ww.org'
[07:00.236] nrf   | BLE in: Received  17 bytes 'AI capture 3 1900'
[07:00.236] nrf   | <info> app: AI state machine bumped with 'Msg to AI' (Current state: SLEEP)
[07:00.236] nrf   | <info> app: AI processor is in DPD. Waking it. (capture 3 1900)
[07:00.536] himax | 1st BL Modem Build DATE=Jan 17 2025, Version: 2.12
[07:00.536] himax | slot flash_offset 0x00000000
[07:00.536] himax | HX_DSP_FLAG 1
[07:00.536] himax | jump_addr=0x10000000
[07:00.536] himax | Compiler Version: ARM GNU, 14.3.1 20250623
[07:00.536] himax | **** WW500 MD. (WW500_C02) Built: 13:34:25 Sep  3 2026 ****
[07:00.536] himax | Git branch: 'nogit' nogit-dirty
[07:00.536] himax | Compiler Version: ARM GNU, 14.3.1 20250623
[07:00.536] himax | Wakeup_event = 0x0000, WakeupEvt1 = 0x0001 WAKE signal
[07:00.536] himax | Camera: HM0360
[07:00.536] himax | PCA9574 present at 0x20
[07:00.536] himax | DEBUG: ledFlashSelectLED(0)
[07:00.536] himax | Initialised LED Flash
[07:00.536] himax | HM0360 present at 0x24
[07:00.536] himax | Main camera present at 0x24
[07:00.536] himax | ### Warm Boot ###
[07:00.536] himax | Woke at 2024:01:01 00:00:03 
[07:00.536] himax | BLE wake
[07:00.536] himax | Initialising FreeRTOS tasks
[07:00.536] himax | Created task 'CLI' Priority 4
[07:00.536] himax | Created task 'IFTask' Priority 3
[07:00.536] himax | Created task 'FAT' Priority 2
[07:00.536] himax | Created task 'IMAGE' Priority 1
[07:00.536] himax | FreeRTOS scheduler started.
[07:00.536] himax | Starting CLI Task
[07:00.536] himax | Enter 'help' to view a list of available commands.
[07:00.536] himax | cmd> Starting IFTask
[07:00.536] himax | I2C slave instance 0 configured at address 0x62
[07:00.536] himax | I2C buffers have 256 bytes, payload is 244
[07:00.536] himax | Starting FatFS Task
[07:00.536] himax | Mounting FatFS on SD card OK
[07:00.536] himax | Directory '/MANIFEST' exists
[07:00.536] himax | SD card initialised. CWD is '0:/'
[07:00.536] himax | Loading configuration: CWD is '0:/MANIFEST'
[07:00.536] himax | 'CONFIG.TXT' found. (Next image #28), camera enabled. Flash brightness 89
[07:00.536] himax | Retaining existing images directory (21 <= 100) '/MEDIA/00000000/IMAGES.000'
[07:00.536] himax | Directory '/MEDIA/00000000/IMAGES.000' exists
[07:00.536] himax | FatFs setup took 249ms
[07:00.536] himax | Inactivity period set at 1000ms
[07:00.536] himax | IF Task received event 'Awake' (0x070f). Rx data = 0x00000000
[07:00.650] app   | Written AI capture 3 1900 to the device WILD-CNKW (09:28:54-092)
[07:00.650] app   | [useBleListeners] RAW_TX received for D6:47:9B:89:E7:23: AI capture 3 1900
[07:00.755] himax | Starting Image Task
[07:00.755] himax | Image 640 x 480. Raw buffer 460800. JPEG buffer 115860. JPEG compression x4
[07:00.755] himax | Initialising HM0360 at 0x24 (p.u. delay 1ms)
[07:00.755] himax | Memory allocated: 460800 for raw buffer, 115860 for JPEG, 100 for JPEG header
[07:00.755] himax |    Inhibiting MD
[07:00.755] himax |    Changing mode from 2 to 0 with nFrames=0, sleepTime=0 sleepCount = 0xffff
[07:00.755] himax | HM0360 MD sensitivity 1
[07:00.755] himax | sensor_type: 8
[07:00.755] himax | DEBUG: ledFlashBrightness(89%) [brbits = 0xd]
[07:00.755] himax | DEBUG: ledFlashSelectLED(0)
[07:00.755] himax | [LS] In ledFlashSetFlashModeFromOpParam with 0 Mode 0
[07:00.755] himax | DEBUG: ledFlashDisable()
[07:00.755] himax | Not initialising NN (project ID is 0)
[07:00.755] himax | No model found.
[07:00.755] himax | NN Initialisation took 9ms TODO - consider doing this after taking the picture!
[07:00.755] himax | Image sensor and data path initialised for camera HM0360
[07:00.755] himax |   Camera system enabled.
[07:00.755] himax |   Neural network disabled.
[07:00.755] himax |   Flash LED(s) in use: 0
[07:00.755] himax |   Flash brightness: 89%
[07:00.755] himax |   Light is currently LIGHT.
[07:00.755] himax |   MD disabled.
[07:00.755] himax |   Timelapse disabled.
[07:00.755] himax | IF Task received event 'FreeRTOS Initialised' (0x0710). Rx data = 0x00000000
[07:00.755] himax | Assert inter-processor interrupt.
[07:00.755] himax | Sending 31 bytes: Header 4, payload 25, checksum 2 'Wake 2024-01-01T00:00:03Z'
[07:00.755] himax | Negate inter-processor interrupt.
[07:00.755] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[07:00.755] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[07:00.755] himax | I2C transmission complete.
[07:00.755] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[07:00.755] himax | IF Task received event 'I2C Rx' (0x0700). Rx data = 0x00000000
[07:00.755] himax | Received I2C message.
[07:00.755] himax | MKL62BA command received: 'selftest'
[07:00.755] himax | selfTest 0000
[07:00.755] himax | IF Task state changed from 'Idle' (1) to 'I2C RX State' (2)
[07:00.755] himax | IF Task received event 'String Response' (0x0703). Rx data = 0x3000e510
[07:00.755] himax | Assert inter-processor interrupt.
[07:00.755] himax | Sending 19 bytes: Header 4, payload 13, checksum 2 'selfTest 0000'
[07:00.755] himax | Negate inter-processor interrupt.
[07:00.755] himax | IF Task state changed from 'I2C RX State' (2) to 'I2C TX State' (3)
[07:00.755] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[07:00.755] himax | I2C transmission complete.
[07:00.755] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[07:00.755] himax | IF Task received event 'I2C Rx' (0x0700). Rx data = 0x00000000
[07:00.755] himax | Received I2C message.
[07:00.755] himax | MKL62BA command received: 'capture 3 1900'
[07:00.755] himax | About to capture 3 images with an interval of '1900' milliseconds
[07:00.755] himax | IF Task state changed from 'Idle' (1) to 'I2C RX State' (2)
[07:00.755] himax | IF Task received event 'String Response' (0x0703). Rx data = 0x3000e510
[07:00.755] himax | Assert inter-processor interrupt.
[07:00.755] himax | Sending 71 bytes: Header 4, payload 65, checksum 2 'About to capture 3 images with an interval of '1900' milliseconds'
[07:00.755] himax | Negate inter-processor interrupt.
[07:00.755] himax | IF Task state changed from 'I2C RX State' (2) to 'I2C TX State' (3)
[07:00.755] himax | IMAGE Task received event 'Image Event Start Capture' (0x0a01). Rx data = 0x00000003
[07:00.755] himax | Images to capture: 3
[07:00.755] himax | Interval: 1900ms
[07:00.755] himax | sensor_type: 8
[07:00.755] himax |    Interval of 1900ms gives sleep count = 0xf38e
[07:00.837] nrf   | <info> app: !24 
[07:00.961] himax |    Changing mode from 0 to 2 with nFrames=1, sleepTime=1900 sleepCount = 0xf38e
[07:00.961] himax | IMAGE Task state changed from 'Init' (1) to 'Capturing' (2)
[07:00.961] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[07:00.961] himax | I2C transmission complete.
[07:00.961] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[07:00.961] himax | IMAGE Task received event 'Image Event Frame Ready' (0x0a04). Rx data = 0x00000000
[07:00.961] himax | DEBUG: ledFlashDisable()
[07:00.961] himax | Image capture 1/3 took 51ms
[07:00.961] himax | Skipping NN processing (no model loaded).
[07:00.961] himax | HM0360 AE regs:
[07:00.961] himax |   Integration time = 376 lines
[07:00.961] himax |   Analog gain = 0
[07:00.961] himax |   Digital gain = 100
[07:00.961] himax |   AE Mean = 80
[07:00.961] himax |   AEConverged?: Y
[07:00.961] himax | IF Task received event 'Message to Master' (0x070d). Rx data = 0x30010e98
[07:00.961] himax | Assert inter-processor interrupt.
[07:00.961] himax | Sending 124 bytes: Header 4, payload 118, checksum 2 'HM0360 AE regs:
[07:00.961] himax |   Integration time = 376 lines
[07:00.961] himax |   Analog gain = 0
[07:00.961] himax |   Digital gain = 100
[07:00.961] himax |   AE Mean = 80
[07:00.961] himax |   AEConverged?: Y'
[07:00.961] himax | Negate inter-processor interrupt.
[07:00.961] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[07:00.961] himax | HM0360 motion in 0 blocks:
[07:00.961] himax | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
[07:00.961] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[07:00.961] himax | I2C transmission complete.
[07:00.961] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[07:00.961] himax | IF Task received event 'Message to Master' (0x070d). Rx data = 0x30010e98
[07:00.961] himax | Assert inter-processor interrupt.
[07:00.961] himax | Sending 129 bytes: Header 4, payload 123, checksum 2 'HM0360 motion in 0 blocks:
[07:00.961] himax | 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 '
[07:00.961] himax | Negate inter-processor interrupt.
[07:00.961] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
